Champion,Win rate,Games played,KDA,CS,Gold,league,area
Illaoi,?48.99%,"37,979",1.71:1,?185.09,"?11,918",Silver,NA
Hecarim,?48.96%,"40,742",2.6:1,?131.89,"?11,758",Silver,NA
Quinn,?48.92%,"28,621",2:01,?162.21,"?12,304",Silver,NA
Akali,?48.90%,"72,549",2.1:1,?147.55,"?11,965",Silver,NA
Varus,?48.90%,"118,150",2.43:1,?193.09,"?12,631",Silver,NA
Twisted Fate,?48.83%,"64,589",2.2:1,?156.06,"?12,171",Silver,NA
Ezreal,?48.80%,"178,587",2.67:1,?156.21,"?12,318",Silver,NA
Rumble,?48.80%,"30,109",2.21:1,?160.86,"?11,686",Silver,NA
Irelia,?48.76%,"39,428",2.07:1,?173.49,"?12,012",Silver,NA
Volibear,?48.70%,"34,247",2.51:1,?118.20,"?11,202",Silver,NA
Kayn,?48.64%,"181,384",2.1:1,?137.04,"?11,928",Silver,NA
Darius,?48.57%,"97,674",1.98:1,?167.50,"?11,620",Silver,NA
Kennen,?48.51%,"39,203",2.18:1,?156.26,"?11,522",Silver,NA
Ashe,?48.47%,"127,286",2.41:1,?177.70,"?12,136",Silver,NA
Riven,?48.44%,"98,653",1.98:1,?172.28,"?11,916",Silver,NA
Morgana,?48.41%,"145,639",2.85:1,?56.89,"?10,599",Silver,NA
Zed,?48.41%,"146,716",2.23:1,?166.78,"?12,431",Silver,NA
Zac,?48.40%,"37,408",3.3:1,?108.38,"?10,666",Silver,NA
Renekton,?48.38%,"73,622",2.09:1,?187.70,"?11,880",Silver,NA
Lulu,?48.30%,"150,388",3.04:1,?24.68,"?9,705",Silver,NA
Orianna,?48.23%,"115,759",2.69:1,?172.75,"?11,775",Silver,NA
Mordekaiser,?48.17%,"21,379",1.78:1,?167.92,"?11,644",Silver,NA
Gangplank,?48.16%,"81,255",2.35:1,?198.97,"?13,590",Silver,NA
Vladimir,?48.14%,"63,915",2.12:1,?174.58,"?11,644",Silver,NA
Xayah,?48.14%,"176,191",2.4:1,?194.73,"?12,511",Silver,NA
Braum,?48.11%,"70,901",2.98:1,?42.64,"?9,289",Silver,NA
Gnar,?48.04%,"102,880",2.16:1,?160.15,"?11,329",Silver,NA
Corki,?48.03%,"33,819",2.45:1,?181.59,"?12,403",Silver,NA
Bard,?47.87%,"61,212",2.62:1,?35.14,"?10,420",Silver,NA
Aurelion Sol,?47.87%,"12,595",2.27:1,?160.55,"?11,624",Silver,NA
Jhin,?47.86%,"140,180",2.7:1,?177.91,"?12,408",Silver,NA
Graves,?47.82%,"43,112",2.15:1,?162.78,"?12,399",Silver,NA
Ornn,?47.80%,"75,449",2.54:1,?132.89,"?10,995",Silver,NA
Kha'Zix,?47.75%,"68,581",2.29:1,?121.52,"?11,940",Silver,NA
Caitlyn,?47.71%,"202,483",2.3:1,?192.89,"?12,312",Silver,NA
Shen,?47.67%,"77,172",2.98:1,?128.93,"?10,670",Silver,NA
Poppy,?47.38%,"31,328",2.45:1,?124.95,"?10,817",Silver,NA
Nautilus,?47.25%,"60,630",2.64:1,?71.08,"?9,847",Silver,NA
Lissandra,?47.23%,"19,724",2.25:1,?170.33,"?11,641",Silver,NA
Rakan,?47.16%,"111,095",2.79:1,?16.62,"?9,754",Silver,NA
Viktor,?47.08%,"36,670",2.27:1,?176.86,"?11,993",Silver,NA
Kassadin,?46.82%,"43,909",2.43:1,?150.14,"?11,602",Silver,NA
Tahm Kench,?46.70%,"40,991",2.53:1,?80.72,"?10,239",Silver,NA
Karma,?46.64%,"75,669",2.68:1,?52.81,"?10,169",Silver,NA
Camille,?46.12%,"24,968",1.88:1,?145.43,"?11,331",Silver,NA
Thresh,?46.12%,"194,707",2.76:1,?29.30,"?9,340",Silver,NA
Syndra,?46.01%,"73,069",2.13:1,?177.59,"?11,978",Silver,NA
Ivern,?46.01%,"12,418",2.8:1,?78.67,"?10,097",Silver,NA
Olaf,?45.96%,"24,394",1.99:1,?148.15,"?11,575",Silver,NA
Elise,?45.76%,"31,238",2.14:1,?102.07,"?11,135",Silver,NA
Kalista,?45.75%,"48,168",2.19:1,?185.47,"?12,359",Silver,NA
Lucian,?45.69%,"110,694",2.28:1,?192.33,"?12,546",Silver,NA
Rengar,?45.54%,"46,467",1.89:1,?144.17,"?12,048",Silver,NA
Rek'Sai,?45.52%,"23,160",2.31:1,?116.23,"?11,342",Silver,NA
Lee Sin,?45.49%,"126,320",2.24:1,?111.68,"?11,246",Silver,NA
Evelynn,?45.21%,"86,182",2.25:1,?97.95,"?11,410",Silver,NA
Galio,?45.15%,"124,003",2.3:1,?150.34,"?11,018",Silver,NA
Gragas,?45.09%,"62,215",2.46:1,?112.35,"?10,661",Silver,NA
Cassiopeia,?44.89%,"24,251",2.06:1,?163.19,"?11,539",Silver,NA
LeBlanc,?44.74%,"34,117",2.33:1,?128.89,"?11,099",Silver,NA
Nunu,?44.53%,"14,862",2.22:1,?106.72,"?10,433",Silver,NA
Taliyah,?44.53%,"33,411",2.12:1,?158.15,"?11,659",Silver,NA
Nidalee,?43.03%,"40,150",2.13:1,?111.89,"?11,263",Silver,NA
Ryze,?41.79%,"56,620",2.01:1,?177.47,"?11,568",Silver,NA
Sona,?55.99%,"124,702",3.11:1,?19.29,"?9,922",Gold,NA
Malzahar,?55.52%,"81,611",2.5:1,?190.66,"?12,226",Gold,NA
Soraka,?55.27%,"108,429",3.23:1,?16.50,"?9,633",Gold,NA
Xin Zhao,?54.70%,"66,215",2.27:1,?132.82,"?11,743",Gold,NA
Anivia,?54.66%,"37,331",3.11:1,?186.33,"?12,244",Gold,NA
Singed,?54.36%,"54,888",2.02:1,?196.87,"?11,898",Gold,NA
Rammus,?54.25%,"50,451",2.94:1,?115.92,"?10,934",Gold,NA
Shyvana,?54.07%,"38,488",2.55:1,?165.36,"?12,325",Gold,NA
Urgot,?53.93%,"61,034",2.42:1,?178.55,"?12,133",Gold,NA
Warwick,?53.93%,"77,465",2.51:1,?124.39,"?11,643",Gold,NA
Janna,?53.77%,"124,792",3.75:1,?15.94,"?9,797",Gold,NA
Pantheon,?53.64%,"46,409",2.37:1,?143.88,"?11,757",Gold,NA
Twitch,?53.59%,"155,394",2.69:1,?185.30,"?12,803",Gold,NA
Wukong,?53.49%,"45,773",2.41:1,?151.70,"?12,024",Gold,NA
Taric,?53.47%,"55,046",3.27:1,?42.17,"?9,282",Gold,NA
Annie,?53.38%,"63,368",2.39:1,?141.60,"?11,547",Gold,NA
Veigar,?53.36%,"88,735",2.55:1,?165.63,"?12,262",Gold,NA
Udyr,?53.29%,"57,186",2.24:1,?151.03,"?11,962",Gold,NA
Yorick,?53.14%,"23,073",1.99:1,?191.83,"?11,894",Gold,NA
Jarvan IV,?53.10%,"157,862",3.09:1,?130.67,"?11,588",Gold,NA
Garen,?52.94%,"54,325",2.3:1,?183.62,"?12,037",Gold,NA
Heimerdinger,?52.87%,"22,214",2.03:1,?179.29,"?11,967",Gold,NA
Amumu,?52.87%,"33,013",2.9:1,?127.26,"?11,145",Gold,NA
Miss Fortune,?52.86%,"73,982",2.67:1,?182.59,"?12,529",Gold,NA
Leona,?52.83%,"102,227",2.9:1,?46.61,"?9,551",Gold,NA
Ziggs,?52.74%,"31,407",2.57:1,?188.55,"?12,354",Gold,NA
Xerath,?52.55%,"29,901",3.02:1,?169.43,"?12,143",Gold,NA
Kayle,?52.48%,"24,394",2.18:1,?186.83,"?12,062",Gold,NA
Vel'Koz,?52.31%,"42,795",2.63:1,?133.15,"?11,804",Gold,NA
Blitzcrank,?52.29%,"92,974",2.8:1,?39.71,"?9,641",Gold,NA
Fizz,?52.26%,"67,795",2.44:1,?155.20,"?12,086",Gold,NA
Diana,?52.24%,"47,933",2.24:1,?168.57,"?12,327",Gold,NA
Swain,?52.19%,"23,450",2.45:1,?172.44,"?11,596",Gold,NA
Teemo,?52.19%,"72,973",1.9:1,?171.37,"?12,186",Gold,NA
Sejuani,?52.18%,"80,667",3.31:1,?112.25,"?10,876",Gold,NA
Tryndamere,?52.15%,"50,274",1.83:1,?218.69,"?12,802",Gold,NA
Jax,?52.11%,"99,404",2.01:1,?169.53,"?12,101",Gold,NA
Sion,?52.02%,"32,854",2.51:1,?145.13,"?11,251",Gold,NA
Nami,?51.97%,"81,427",3.66:1,?13.94,"?9,625",Gold,NA
Draven,?51.97%,"72,903",2.19:1,?189.70,"?13,227",Gold,NA
Jinx,?51.97%,"101,470",2.55:1,?203.37,"?12,666",Gold,NA
Brand,?51.88%,"74,056",2.29:1,?81.82,"?11,285",Gold,NA
Maokai,?51.87%,"58,515",2.94:1,?131.02,"?10,565",Gold,NA
Ahri,?51.85%,"71,688",2.7:1,?174.34,"?11,834",Gold,NA
Karthus,?51.83%,"12,594",2.38:1,?190.74,"?12,715",Gold,NA
Katarina,?51.80%,"75,931",2.3:1,?162.31,"?12,265",Gold,NA
Vayne,?51.78%,"221,116",2.24:1,?193.38,"?12,583",Gold,NA
Fiddlesticks,?51.74%,"28,431",2.37:1,?105.16,"?11,178",Gold,NA
Talon,?51.74%,"44,209",2.27:1,?173.56,"?12,572",Gold,NA
Shaco,?51.68%,"31,358",2.41:1,?127.34,"?11,837",Gold,NA
Vi,?51.63%,"44,059",2.37:1,?126.85,"?11,547",Gold,NA
Tristana,?51.62%,"250,043",2.69:1,?202.03,"?12,703",Gold,NA
Lux,?51.34%,"99,286",2.98:1,?129.25,"?11,486",Gold,NA
Cho'Gath,?51.33%,"76,247",2.6:1,?150.90,"?11,344",Gold,NA
Aatrox,?51.19%,"13,711",2.02:1,?178.52,"?12,140",Gold,NA
Twisted Fate,?51.18%,"57,112",2.41:1,?166.87,"?12,298",Gold,NA
Zyra,?51.18%,"38,168",2.47:1,?52.87,"?10,888",Gold,NA
Vladimir,?51.14%,"54,070",2.24:1,?184.47,"?11,758",Gold,NA
Master Yi,?51.11%,"75,972",1.96:1,?159.56,"?12,634",Gold,NA
Kindred,?51.06%,"17,330",2.14:1,?137.50,"?11,916",Gold,NA
Alistar,?51.06%,"53,154",2.95:1,?43.00,"?9,260",Gold,NA
Malphite,?51.02%,"44,243",2.83:1,?146.26,"?11,091",Gold,NA
Nasus,?50.97%,"72,715",2.02:1,?191.72,"?11,823",Gold,NA
Zilean,?50.94%,"23,761",3.21:1,?82.88,"?10,756",Gold,NA
Akali,?50.91%,"39,902",2.13:1,?160.26,"?12,007",Gold,NA
Fiora,?50.91%,"51,277",1.91:1,?189.11,"?12,055",Gold,NA
Sivir,?50.90%,"41,194",2.75:1,?225.45,"?13,022",Gold,NA
Jayce,?50.76%,"64,236",2.34:1,?184.00,"?12,241",Gold,NA
Ezreal,?50.72%,"151,474",2.73:1,?158.81,"?12,429",Gold,NA
Kog'Maw,?50.70%,"79,557",2.3:1,?195.39,"?12,765",Gold,NA
Dr. Mundo,?50.64%,"24,897",2.39:1,?164.85,"?11,615",Gold,NA
Quinn,?50.64%,"14,803",2.06:1,?168.23,"?12,291",Gold,NA
Kled,?50.60%,"21,999",2.51:1,?162.66,"?11,609",Gold,NA
Lulu,?50.60%,"123,131",3.34:1,?22.08,"?9,625",Gold,NA
Kennen,?50.58%,"29,048",2.24:1,?167.16,"?11,589",Gold,NA
Nocturne,?50.57%,"25,157",2.39:1,?147.80,"?12,256",Gold,NA
Azir,?50.45%,"49,243",2.21:1,?188.96,"?12,189",Gold,NA
Irelia,?50.44%,"35,260",2.14:1,?186.09,"?12,077",Gold,NA
Darius,?50.42%,"64,430",2.02:1,?178.90,"?11,741",Gold,NA
Trundle,?50.37%,"36,269",2.35:1,?157.80,"?11,363",Gold,NA
Yasuo,?50.35%,"131,094",1.76:1,?202.13,"?12,429",Gold,NA
Varus,?50.30%,"87,722",2.51:1,?201.57,"?12,695",Gold,NA
Mordekaiser,?50.21%,"12,339",1.85:1,?179.62,"?11,743",Gold,NA
Kha'Zix,?50.20%,"59,425",2.47:1,?125.00,"?11,967",Gold,NA
Orianna,?50.18%,"100,512",2.8:1,?184.18,"?11,904",Gold,NA
Ekko,?50.17%,"76,564",2.31:1,?163.03,"?12,030",Gold,NA
Rumble,?50.13%,"23,461",2.28:1,?169.32,"?11,703",Gold,NA
Illaoi,?50.10%,"20,485",1.66:1,?197.31,"?11,991",Gold,NA
Riven,?50.09%,"80,942",2.03:1,?184.08,"?12,017",Gold,NA
Skarner,?50.02%,"6,717",2.67:1,?122.91,"?11,055",Gold,NA
Braum,?49.96%,"40,082",3.13:1,?43.95,"?9,185",Gold,NA
Kayn,?49.92%,"132,811",2.18:1,?140.85,"?11,944",Gold,NA
Gangplank,?49.92%,"72,675",2.46:1,?208.92,"?13,813",Gold,NA
Renekton,?49.91%,"50,668",2.11:1,?198.96,"?11,985",Gold,NA
Ashe,?49.87%,"70,601",2.49:1,?186.05,"?12,181",Gold,NA
Zed,?49.82%,"107,022",2.28:1,?175.36,"?12,446",Gold,NA
Morgana,?49.78%,"79,196",3.03:1,?57.63,"?10,497",Gold,NA
Hecarim,?49.72%,"26,853",2.68:1,?136.60,"?11,725",Gold,NA
Kassadin,?49.71%,"39,483",2.58:1,?161.50,"?11,669",Gold,NA
Caitlyn,?49.69%,"160,816",2.37:1,?202.46,"?12,426",Gold,NA
Ornn,?49.59%,"60,101",2.63:1,?144.09,"?11,043",Gold,NA
Xayah,?49.59%,"140,683",2.51:1,?203.48,"?12,600",Gold,NA
Bard,?49.47%,"48,911",2.76:1,?31.54,"?10,289",Gold,NA
Jhin,?49.46%,"92,502",2.82:1,?185.40,"?12,448",Gold,NA
Zac,?49.45%,"24,214",3.49:1,?113.04,"?10,660",Gold,NA
Volibear,?49.29%,"13,675",2.61:1,?123.91,"?11,151",Gold,NA
Aurelion Sol,?49.15%,"9,326",2.41:1,?169.72,"?11,642",Gold,NA
Gnar,?49.01%,"68,596",2.18:1,?169.10,"?11,352",Gold,NA
Corki,?48.85%,"30,711",2.51:1,?190.56,"?12,426",Gold,NA
Rek'Sai,?48.80%,"21,545",2.55:1,?121.08,"?11,501",Gold,NA
Poppy,?48.74%,"16,238",2.54:1,?134.30,"?10,820",Gold,NA
Ivern,?48.60%,"8,908",3.17:1,?81.27,"?10,165",Gold,NA
Lissandra,?48.56%,"16,718",2.34:1,?183.66,"?11,767",Gold,NA
Shen,?48.44%,"48,479",3.04:1,?143.04,"?10,715",Gold,NA
Nautilus,?48.31%,"28,311",2.7:1,?80.08,"?9,793",Gold,NA
Graves,?48.24%,"42,714",2.21:1,?165.69,"?12,315",Gold,NA
Rakan,?48.22%,"79,781",2.92:1,?16.28,"?9,637",Gold,NA
Tahm Kench,?48.22%,"24,252",2.63:1,?89.39,"?10,181",Gold,NA
Viktor,?47.92%,"32,037",2.35:1,?191.05,"?12,158",Gold,NA
Elise,?47.91%,"27,374",2.28:1,?104.97,"?11,159",Gold,NA
Camille,?47.68%,"20,426",1.94:1,?154.96,"?11,367",Gold,NA
Karma,?47.67%,"54,955",2.83:1,?52.26,"?10,049",Gold,NA
Thresh,?47.66%,"142,183",2.91:1,?29.76,"?9,248",Gold,NA
Olaf,?47.65%,"14,731",2.13:1,?152.97,"?11,611",Gold,NA
Syndra,?47.56%,"56,686",2.19:1,?187.65,"?12,071",Gold,NA
Evelynn,?47.29%,"60,470",2.39:1,?101.49,"?11,458",Gold,NA
Rengar,?47.29%,"36,981",2.01:1,?149.88,"?12,033",Gold,NA
Lee Sin,?47.17%,"117,409",2.41:1,?113.74,"?11,225",Gold,NA
Kalista,?47.02%,"43,178",2.27:1,?192.52,"?12,400",Gold,NA
Cassiopeia,?46.97%,"18,380",2.13:1,?174.27,"?11,582",Gold,NA
Lucian,?46.89%,"80,316",2.34:1,?200.07,"?12,624",Gold,NA
LeBlanc,?46.87%,"30,385",2.49:1,?139.40,"?11,218",Gold,NA
Gragas,?46.71%,"54,863",2.69:1,?117.19,"?10,676",Gold,NA
Taliyah,?46.55%,"29,329",2.24:1,?170.29,"?11,778",Gold,NA
Nidalee,?46.36%,"35,573",2.35:1,?121.83,"?11,475",Gold,NA
Nunu,?46.07%,"9,492",2.42:1,?109.43,"?10,370",Gold,NA
Galio,?45.77%,"79,816",2.37:1,?160.57,"?11,012",Gold,NA
Ryze,?43.10%,"44,551",2.09:1,?187.22,"?11,627",Gold,NA
Sona,?55.71%,"78,736",3.19:1,?18.47,"?9,734",Platinum,NA
Malzahar,?55.11%,"48,014",2.51:1,?192.95,"?12,045",Platinum,NA
Singed,?55.02%,"36,936",2.07:1,?197.00,"?11,671",Platinum,NA
Pantheon,?54.80%,"26,278",2.39:1,?147.72,"?11,628",Platinum,NA
Xin Zhao,?54.72%,"36,449",2.31:1,?133.82,"?11,621",Platinum,NA
Soraka,?54.69%,"64,204",3.31:1,?15.58,"?9,412",Platinum,NA
Anivia,?54.57%,"26,165",3.12:1,?190.75,"?12,122",Platinum,NA
Rammus,?54.36%,"30,970",3:01,?116.42,"?10,732",Platinum,NA
Annie,?53.98%,"28,486",2.45:1,?147.94,"?11,411",Platinum,NA
Xerath,?53.63%,"20,379",3.12:1,?174.20,"?12,058",Platinum,NA
Urgot,?53.51%,"35,229",2.42:1,?182.40,"?12,001",Platinum,NA
Yorick,?53.49%,"11,090",1.93:1,?195.06,"?11,805",Platinum,NA
Shyvana,?53.40%,"19,356",2.55:1,?170.42,"?12,227",Platinum,NA
Twitch,?53.33%,"92,548",2.71:1,?187.95,"?12,675",Platinum,NA
Wukong,?53.26%,"22,268",2.37:1,?154.00,"?11,948",Platinum,NA
Janna,?53.25%,"76,486",3.92:1,?15.40,"?9,591",Platinum,NA
Jarvan IV,?53.24%,"102,329",3.13:1,?131.32,"?11,389",Platinum,NA
Fizz,?53.21%,"38,091",2.48:1,?162.27,"?12,011",Platinum,NA
Taric,?53.21%,"30,994",3.36:1,?41.17,"?9,099",Platinum,NA
Warwick,?53.09%,"36,798",2.53:1,?124.88,"?11,415",Platinum,NA
Udyr,?53.03%,"27,252",2.21:1,?152.50,"?11,836",Platinum,NA
Talon,?53.01%,"27,161",2.3:1,?178.61,"?12,529",Platinum,NA
Draven,?52.92%,"47,774",2.21:1,?192.97,"?13,118",Platinum,NA
Veigar,?52.92%,"44,089",2.56:1,?168.11,"?12,078",Platinum,NA
Shaco,?52.72%,"17,987",2.51:1,?130.78,"?11,794",Platinum,NA
Kayle,?52.70%,"13,115",2.2:1,?187.51,"?11,853",Platinum,NA
Sejuani,?52.65%,"45,157",3.41:1,?112.62,"?10,736",Platinum,NA
Ziggs,?52.63%,"17,424",2.62:1,?195.95,"?12,301",Platinum,NA
Vi,?52.62%,"22,808",2.41:1,?129.71,"?11,523",Platinum,NA
Twisted Fate,?52.53%,"40,014",2.58:1,?173.28,"?12,252",Platinum,NA
Heimerdinger,?52.47%,"11,872",2.05:1,?179.63,"?11,754",Platinum,NA
Leona,?52.42%,"52,390",2.88:1,?46.54,"?9,377",Platinum,NA
Teemo,?52.42%,"34,322",1.92:1,?169.21,"?12,031",Platinum,NA
Garen,?52.41%,"19,012",2.23:1,?188.21,"?11,875",Platinum,NA
Miss Fortune,?52.40%,"32,765",2.68:1,?181.46,"?12,366",Platinum,NA
Diana,?52.35%,"26,893",2.21:1,?177.03,"?12,238",Platinum,NA
Sion,?52.30%,"18,282",2.51:1,?145.08,"?11,119",Platinum,NA
Aurelion Sol,?52.29%,"7,829",2.69:1,?178.11,"?11,821",Platinum,NA
Vladimir,?52.16%,"39,637",2.3:1,?188.57,"?11,699",Platinum,NA
Amumu,?52.12%,"12,593",2.92:1,?128.87,"?10,955",Platinum,NA
Jinx,?52.07%,"45,815",2.59:1,?207.92,"?12,612",Platinum,NA
Katarina,?52.07%,"43,269",2.31:1,?166.77,"?12,165",Platinum,NA
Cho'Gath,?52.06%,"41,226",2.63:1,?154.84,"?11,189",Platinum,NA
Blitzcrank,?52.04%,"51,904",2.87:1,?38.76,"?9,439",Platinum,NA
Tryndamere,?52.03%,"23,008",1.83:1,?224.22,"?12,642",Platinum,NA
Vayne,?52.02%,"130,924",2.28:1,?197.24,"?12,479",Platinum,NA
Maokai,?52.00%,"35,317",2.96:1,?135.25,"?10,413",Platinum,NA
Karthus,?51.98%,"9,282",2.34:1,?197.81,"?12,661",Platinum,NA
Jax,?51.96%,"52,032",1.99:1,?177.16,"?11,980",Platinum,NA
Swain,?51.95%,"13,883",2.44:1,?178.96,"?11,459",Platinum,NA
Vel'Koz,?51.95%,"25,752",2.66:1,?133.92,"?11,642",Platinum,NA
Skarner,?51.91%,"4,146",2.82:1,?127.51,"?11,007",Platinum,NA
Kha'Zix,?51.91%,"44,706",2.59:1,?125.13,"?11,906",Platinum,NA
Kindred,?51.82%,"10,817",2.2:1,?140.61,"?11,832",Platinum,NA
Zilean,?51.79%,"16,622",3.37:1,?85.30,"?10,596",Platinum,NA
Irelia,?51.79%,"22,912",2.14:1,?190.82,"?11,987",Platinum,NA
Fiddlesticks,?51.76%,"18,073",2.41:1,?104.45,"?10,971",Platinum,NA
Brand,?51.60%,"37,814",2.28:1,?74.85,"?11,059",Platinum,NA
Nami,?51.59%,"52,632",3.78:1,?13.70,"?9,476",Platinum,NA
Sivir,?51.56%,"21,419",2.8:1,?227.65,"?12,901",Platinum,NA
Ahri,?51.54%,"39,673",2.72:1,?181.21,"?11,800",Platinum,NA
Tristana,?51.49%,"145,751",2.74:1,?205.14,"?12,612",Platinum,NA
Quinn,?51.46%,"8,374",2.06:1,?169.57,"?12,201",Platinum,NA
Ezreal,?51.43%,"86,956",2.73:1,?154.85,"?12,317",Platinum,NA
Akali,?51.41%,"20,967",2.12:1,?168.40,"?11,930",Platinum,NA
Aatrox,?51.41%,"8,598",2.06:1,?183.98,"?11,981",Platinum,NA
Master Yi,?51.26%,"33,393",1.99:1,?161.71,"?12,515",Platinum,NA
Azir,?51.20%,"35,477",2.3:1,?194.48,"?12,143",Platinum,NA
Kennen,?51.20%,"18,385",2.24:1,?173.67,"?11,521",Platinum,NA
Kog'Maw,?51.19%,"51,388",2.32:1,?198.03,"?12,594",Platinum,NA
Lulu,?51.17%,"75,181",3.54:1,?20.91,"?9,495",Platinum,NA
Jayce,?51.15%,"45,222",2.34:1,?188.65,"?12,153",Platinum,NA
Fiora,?51.13%,"33,225",1.89:1,?194.64,"?11,964",Platinum,NA
Zyra,?51.10%,"20,336",2.49:1,?50.33,"?10,748",Platinum,NA
Lux,?51.01%,"41,481",3.05:1,?138.32,"?11,441",Platinum,NA
Ivern,?50.97%,"6,839",3.57:1,?81.65,"?9,971",Platinum,NA
Riven,?50.87%,"51,553",2.05:1,?190.50,"?11,941",Platinum,NA
Alistar,?50.87%,"30,778",2.98:1,?41.98,"?9,058",Platinum,NA
Rumble,?50.86%,"15,583",2.37:1,?174.24,"?11,557",Platinum,NA
Dr. Mundo,?50.84%,"13,111",2.43:1,?166.79,"?11,555",Platinum,NA
Kled,?50.81%,"13,699",2.52:1,?168.25,"?11,570",Platinum,NA
Orianna,?50.69%,"63,260",2.86:1,?190.03,"?11,847",Platinum,NA
Darius,?50.67%,"35,101",2.01:1,?184.84,"?11,662",Platinum,NA
Malphite,?50.59%,"22,466",2.78:1,?158.98,"?11,038",Platinum,NA
Kassadin,?50.53%,"27,291",2.68:1,?169.37,"?11,620",Platinum,NA
Nocturne,?50.49%,"15,720",2.44:1,?152.37,"?12,217",Platinum,NA
Varus,?50.44%,"54,540",2.54:1,?203.81,"?12,545",Platinum,NA
Morgana,?50.41%,"38,847",3.12:1,?55.66,"?10,278",Platinum,NA
Bard,?50.41%,"31,678",2.89:1,?28.52,"?10,077",Platinum,NA
Hecarim,?50.39%,"14,967",2.71:1,?140.84,"?11,749",Platinum,NA
Ornn,?50.37%,"41,330",2.74:1,?148.31,"?10,908",Platinum,NA
Ekko,?50.36%,"49,013",2.36:1,?167.46,"?11,968",Platinum,NA
Braum,?50.26%,"19,743",3.25:1,?44.15,"?8,988",Platinum,NA
Gangplank,?50.26%,"46,665",2.49:1,?213.72,"?13,778",Platinum,NA
Xayah,?50.19%,"90,451",2.58:1,?207.82,"?12,558",Platinum,NA
Ashe,?50.18%,"33,561",2.53:1,?189.76,"?12,103",Platinum,NA
Lissandra,?50.13%,"10,803",2.4:1,?190.90,"?11,758",Platinum,NA
Nasus,?50.12%,"31,579",1.96:1,?193.42,"?11,639",Platinum,NA
Caitlyn,?50.10%,"95,520",2.4:1,?206.38,"?12,372",Platinum,NA
Zed,?49.91%,"62,309",2.3:1,?179.97,"?12,364",Platinum,NA
Mordekaiser,?49.89%,"7,348",1.87:1,?183.79,"?11,563",Platinum,NA
Trundle,?49.87%,"18,647",2.37:1,?160.20,"?11,200",Platinum,NA
Yasuo,?49.81%,"74,592",1.75:1,?206.03,"?12,244",Platinum,NA
Renekton,?49.75%,"28,805",2.1:1,?204.05,"?11,861",Platinum,NA
Zac,?49.70%,"15,430",3.57:1,?115.84,"?10,563",Platinum,NA
Illaoi,?49.64%,"10,571",1.62:1,?206.15,"?12,029",Platinum,NA
Poppy,?49.61%,"7,615",2.56:1,?140.98,"?10,762",Platinum,NA
Jhin,?49.58%,"54,095",2.87:1,?189.95,"?12,417",Platinum,NA
Rek'Sai,?49.53%,"18,336",2.66:1,?122.09,"?11,360",Platinum,NA
Rengar,?49.24%,"25,728",2.1:1,?152.67,"?12,027",Platinum,NA
Graves,?49.18%,"24,943",2.3:1,?167.21,"?12,294",Platinum,NA
Kayn,?49.14%,"76,103",2.21:1,?142.03,"?11,803",Platinum,NA
Olaf,?49.12%,"6,852",2.24:1,?154.82,"?11,557",Platinum,NA
LeBlanc,?49.11%,"19,885",2.62:1,?147.15,"?11,315",Platinum,NA
Gnar,?48.97%,"39,787",2.19:1,?175.03,"?11,280",Platinum,NA
Camille,?48.93%,"14,806",2:01,?164.03,"?11,369",Platinum,NA
Corki,?48.85%,"19,464",2.57:1,?197.09,"?12,380",Platinum,NA
Elise,?48.52%,"19,827",2.4:1,?106.51,"?11,103",Platinum,NA
Viktor,?48.47%,"20,416",2.36:1,?196.56,"?12,030",Platinum,NA
Nidalee,?48.44%,"26,699",2.53:1,?128.79,"?11,573",Platinum,NA
Nautilus,?48.43%,"13,279",2.71:1,?86.82,"?9,710",Platinum,NA
Thresh,?48.32%,"83,685",3.01:1,?29.62,"?9,059",Platinum,NA
Lee Sin,?48.18%,"69,807",2.5:1,?114.66,"?11,155",Platinum,NA
Evelynn,?48.11%,"34,154",2.51:1,?105.04,"?11,434",Platinum,NA
Tahm Kench,?48.04%,"13,303",2.66:1,?87.76,"?9,931",Platinum,NA
Karma,?48.02%,"33,544",2.96:1,?51.78,"?9,862",Platinum,NA
Rakan,?47.99%,"46,887",3.02:1,?16.05,"?9,469",Platinum,NA
Shen,?47.85%,"26,572",3.02:1,?153.50,"?10,698",Platinum,NA
Syndra,?47.77%,"33,714",2.22:1,?193.17,"?11,964",Platinum,NA
Gragas,?47.64%,"37,618",2.83:1,?119.50,"?10,586",Platinum,NA
Nunu,?47.40%,"5,308",2.59:1,?109.08,"?10,169",Platinum,NA
Kalista,?47.38%,"30,460",2.31:1,?196.15,"?12,306",Platinum,NA
Taliyah,?47.23%,"22,538",2.36:1,?177.66,"?11,814",Platinum,NA
Lucian,?47.22%,"43,576",2.34:1,?201.90,"?12,526",Platinum,NA
Volibear,?47.16%,"4,489",2.59:1,?125.78,"?11,017",Platinum,NA
Cassiopeia,?46.98%,"11,362",2.18:1,?183.15,"?11,614",Platinum,NA
Galio,?45.52%,"42,234",2.43:1,?166.98,"?10,955",Platinum,NA
Ryze,?43.44%,"26,780",2.19:1,?194.56,"?11,646",Platinum,NA
Annie,?59.03%,"6,597",2.7:1,?151.82,"?11,283",Diamond,NA
Xin Zhao,?56.77%,"9,807",2.38:1,?132.95,"?11,340",Diamond,NA
